content,rating,sentiment,original_content,segment_content,_class
不 錯 的 應 用 希望 越 做 越 好 還 有 一 個 地方 好 東西 要 分享 給 大家 瀏覽器輸入 下載簡體 中文 界面 最 大 華人娛樂網站 英國 政府 頒發執 照 安全無憂 體育 下注 電競 下 注 真人 美女 百家樂 老虎 機捕 魚 棋牌 彩票 電子 遊藝 等 各 種頂級娛樂 遊戲 你 找 的 裏面 都 有 不 去 試試 太 可惜 了 瀏覽器輸入下載許 多 時候我們 生存 在 別 人 的 非 議 中 常 在 意身邊 的 飛短 流長爲着無關緊 要 的 某 句 話高興 鬱悶 或 痛苦 把 神經 搞 得 很 敏感 把 身心 弄得 很 疲憊結 果虧 了 自己 卻什麼 也 收穫 不 到 我 們 是 活給 自己 看 的 不必 沉浸 在 他人 的 語言 中 蜷縮 於世 外 的 陰影 下 你 若 裹足不前 有 人 偷 着 笑倘 你 掙開 束縛 前方 春光明媚 我 們 有 一種天生 的 惰性 總 想着 能 夠 吃 最少 的 苦走 最 短 的 彎路獲 得 最 大 的 收益 有些 事情 別 人 可以 替 你 做 但 無法 替 你 感受 缺少 了 這 一 段 心路 歷程 你 即使 再 成功 精神 的 田地裏 依然 是 一 片 荒蕪 成功 的 快樂收穫 的 滿 足不 在 奮鬥 的 終點 而 在 拼搏 的 過程 所以 該 你 走 的 路 要 自己 去 走 別人無 法 替代,5,0.2111111111,不錯的應用希望越做越好還有一個地方好東西要分享給大家瀏覽器輸入下載簡體中文界面最大華人娛樂網站英國政府頒發執照安全無憂體育下注電競下注真人美女百家樂老虎機捕魚棋牌彩票電子游藝等各種頂級娛樂遊戲你找的裏面都有不去試試太可惜了瀏覽器輸入下載許多時候我們生存在別人的非議中常在意身邊的飛短流長爲着無關緊要的某句話高興鬱悶或痛苦把神經搞得很敏感把身心弄得很疲憊結果虧了自己卻什麼也收穫不到我們是活給自己看的不必沉浸在他人的語言中蜷縮於世外的陰影下你若裹足不前有人偷着笑倘你掙開束縛前方春光明媚我們有一種天生的惰性總想着能夠吃最少的苦走最短的彎路獲得最大的收益有些事情別人可以替你做但無法替你感受缺少了這一段心路歷程你即使再成功精神的田地裏依然是一片荒蕪成功的快樂收穫的滿足不在奮鬥的終點而在拼搏的過程所以該你走的路要自己去走別人無法替代,"[['不錯', '的', '應用', '希望', '越', '做', '越', '好', '還', '有', '一', '個', '地方', '好', '東西', '要', '分享給', '大家', '瀏覽器', '輸入', '下載', '簡體', '中文', '界面', '最', '大', '華人', '娛樂', '網站', '英國', '政府', '頒發', '執照', '安全', '無憂', '體育', '下', '注電', '競下注', '真人', '美女', '百家樂', '老虎機', '捕', '魚', '棋牌', '彩票', '電子', '游藝', '等', '各', '種', '頂級', '娛樂', '遊戲', '你', '找', '的', '裏面', '都', '有', '不', '去', '試試', '太', '可惜', '了', '瀏覽器', '輸入', '下載', '許多', '時候', '我們', '生存', '在', '別人', '的', '非議', '中', '常', '在意', '身邊', '的', '飛短', '流長', '爲着', '無關緊要', '的', '某', '句', '話', '高興', '鬱悶', '或', '痛苦', '把', '神經', '搞', '得', '很', '敏感', '把', '身心', '弄得', '很', '疲憊', '結果', '虧', '了', '自己', '卻', '什麼', '也', '收穫', '不', '到', '我們', '是', '活給', '自己', '看', '的', '不必', '沉浸', '在', '他人', '的', '語言', '中', '蜷縮', '於', '世', '外', '的', '陰影', '下', '你', '若', '裹足不前', '有', '人', '偷', '着', '笑倘', '你', '掙開', '束縛', '前方', '春光明媚', '我們', '有', '一', '種', '天生', '的', '惰性', '總', '想', '着', '能夠', '吃', '最少', '的', '苦走', '最', '短', '的', '彎路', '獲得', '最', '大', '的', '收益', '有', '些', '事情', '別人', '可以', '替', '你', '做', '但', '無法', '替', '你', '感受', '缺少', '了', '這', '一', '段', '心路歷程', '你', '即使', '再', '成功', '精神', '的', '田地', '裏', '依然', '是', '一', '片', '荒蕪', '成功', '的', '快樂', '收穫', '的', '滿足', '不', '在', '奮鬥', '的', '終點', '而', '在', '拼搏', '的', '過程', '所以', '該', '你', '走', '的', '路', '要', '自己', '去', '走', '別人', '無法', '替代']]",0
不 錯 的 應 用 希望 越 做 越 好 還 有 一 個 地方 好 東西 要 分享 給 大家 瀏覽器輸入 下載簡體 中文 界面 最 大 華人娛樂網站 英國 政府 頒發執 照 安全無憂 體育 下注 電競 下 注 真人 美女 百家樂 老虎 機捕 魚 棋牌 彩票 電子 遊藝 等 各 種頂級娛樂 遊戲 你 找 的 裏面 都 有 不 去 試試 太 可惜 了 瀏覽器 輸入 下載 一 碗 米價值 有 多 大 要是 一個 家庭 主婦 蒸出 一 碗 米飯 也 就 值 一 元錢這 是 最 原始 價值 要是 一 個 商人 做成 幾個 糉子 大概 能 賣 到 兩三元錢 要是 一 個 企業 家 經過發 酵釀成 一 瓶 酒 那 就 值 一二十 元 人生 就象 一 碗 米 每 個 人 都 有 自己 的 價值 所在關鍵 是 如何 去 尋 找 開發 提升 和 放大 有 時候 不 是 不 懂 只是 不 想 懂 有 時候 不 是 不 知道 只是 不 想 說出 來 有 時候 不 是 不 明白 而是 無 能爲力於 是 就 保持 了 沉默 有些 話適 合藏 在 心裏 有些 痛苦 適合 無聲 無息 的 忘記 很多 事 自己 知道 就 好 很多 改 變無 需 說出 來 的 自己 明白 就 好 快樂 靠 自己 沒 有 誰能夠 同情 和 分擔 你 的 悲切 堅強 靠 自己 沒 有 誰會 憐憫 你 的 懦弱 努力 靠 自己 沒,5,0.2,不錯的應用希望越做越好還有一個地方好東西要分享給大家瀏覽器輸入下載簡體中文界面最大華人娛樂網站英國政府頒發執照安全無憂體育下注電競下注真人美女百家樂老虎機捕魚棋牌彩票電子游藝等各種頂級娛樂遊戲你找的裏面都有不去試試太可惜了瀏覽器輸入下載一碗米價值有多大要是一個家庭主婦蒸出一碗米飯也就值一元錢這是最原始價值要是一個商人做成幾個糉子大概能賣到兩三元錢要是一個企業家經過發酵釀成一瓶酒那就值一二十元人生就象一碗米每個人都有自己的價值所在關鍵是如何去尋找開發提升和放大有時候不是不懂只是不想懂有時候不是不知道只是不想說出來有時候不是不明白而是無能爲力於是就保持了沉默有些話適合藏在心裏有些痛苦適合無聲無息的忘記很多事自己知道就好很多改變無需說出來的自己明白就好快樂靠自己沒有誰能夠同情和分擔你的悲切堅強靠自己沒有誰會憐憫你的懦弱努力靠自己沒,"[['不錯', '的', '應用', '希望', '越', '做', '越', '好', '還', '有', '一', '個', '地方', '好', '東西', '要', '分享給', '大家', '瀏覽器', '輸入', '下載', '簡體', '中文', '界面', '最', '大', '華人', '娛樂', '網站', '英國', '政府', '頒發', '執照', '安全', '無憂', '體育', '下', '注電', '競下注', '真人', '美女', '百家樂', '老虎機', '捕', '魚', '棋牌', '彩票', '電子', '游藝', '等', '各', '種', '頂級', '娛樂', '遊戲', '你', '找', '的', '裏面', '都', '有', '不', '去', '試試', '太', '可惜', '了', '瀏覽器', '輸入', '下載', '一', '碗', '米', '價值', '有', '多', '大', '要是', '一', '個', '家庭', '主婦', '蒸出', '一', '碗', '米飯', '也', '就', '值', '一', '元', '錢', '這', '是', '最', '原始', '價值', '要是', '一', '個', '商人', '做成', '幾', '個', '糉子', '大概', '能', '賣到', '兩三', '元', '錢', '要是', '一', '個', '企業家', '經過', '發酵', '釀成', '一', '瓶', '酒', '那', '就', '值', '一二十', '元', '人生', '就', '象', '一', '碗', '米', '每', '個', '人', '都', '有', '自己', '的', '價值', '所在', '關鍵', '是', '如何', '去', '尋找', '開發', '提升', '和', '放大', '有時候', '不', '是', '不', '懂', '只是', '不', '想', '懂', '有時候', '不', '是', '不', '知道', '只是', '不', '想', '說出來', '有時候', '不', '是', '不', '明白', '而是', '無能', '爲力', '於是', '就', '保持', '了', '沉默', '有些', '話', '適合', '藏', '在', '心', '裏', '有些', '痛苦', '適合', '無聲無息', '的', '忘記', '很多', '事', '自己', '知道', '就', '好', '很多', '改變', '無需', '說出來', '的', '自己', '明白', '就', '好', '快樂', '靠', '自己', '沒有', '誰', '能夠', '同情', '和', '分擔', '你', '的', '悲切', '堅強', '靠', '自己', '沒有', '誰', '會', '憐憫', '你', '的', '懦弱', '努力', '靠', '自己', '沒']]",0
不錯,5,0.3,不錯,[['不錯']],0
無法 記錄 已 聽完 的 當 集 廣播 也 無法 記錄 上 次 聽到 的 時間點 每 次 都 要 重新 找 上 次 聽到 的 段落 很 不 方便 和 花 時間 希望 可以 趕快 改進,3,-0.3,無法記錄已聽完的當集廣播也無法記錄上次聽到的時間點每次都要重新找上次聽到的段落很不方便和花時間希望可以趕快改進,"[['無法', '記錄', '已', '聽完', '的', '當', '集', '廣播', '也', '無法', '記錄', '上', '次', '聽到', '的', '時間點', '每', '次', '都', '要', '重新', '找', '上', '次', '聽到', '的', '段落', '很', '不', '方便', '和', '花', '時間', '希望', '可以', '趕快', '改進']]",0
好用 價錢 公道,5,0.65,好用價錢公道,"[['好用', '價錢', '公道']]",0
只 能 播放 秒,1,0,只能播放秒,"[['只', '能', '播放', '秒']]",2
好聽 質,5,0.5,好聽質,"[['好聽', '質']]",0
好用,5,0.4,好用,[['好用']],0
時尚 怪盜 燕尾服,5,0.5,時尚怪盜燕尾服,"[['時尚', '怪盜', '燕尾服']]",0
可以 把 電臺 改回 原本 的 位置 嗎,4,0,可以把電臺改回原本的位置嗎,"[['可以', '把', '電臺', '改回', '原本', '的', '位置', '嗎']]",0
價格 平價,5,0,價格平價,"[['價格', '平價']]",0
介面 流暢,5,0.3,介面流暢,"[['介面', '流暢']]",0
曲目 很 豐富,5,0.5,曲目很豐富,"[['曲目', '很', '豐富']]",0
無法 登,5,-0.5,無法登,"[['無法', '登']]",0
播 到 一半 閃退,1,-0.7,播到一半閃退,"[['播', '到', '一半', '閃退']]",1
不 錯 的 應 用 希望 越 做 越 好 還 有 一 個 地方 好 東西 要 分享 給 大家 瀏覽器輸 入下載簡體 中文 界面 最 大 華人娛樂網站 英國 政府 頒發執 照 安全無憂 體育 下注 電競 下 注 真人 美女 百家樂 老虎 機捕 魚 棋牌 彩票 電子 遊藝 等 各 種頂級娛樂 遊戲 你 找 的 裏面 都 有 不 去 試試 太 可惜 了 瀏覽器輸 入 下載 生命 是 自己 的 生活 也 是 自己 的 不要 把 太多 的 時間 浪費 在 和 別 人 的 對 比 上 妥協 不一定 全 是 軟弱 忍讓 不一定 就是 無 能 和 爲貴 有 時遷 就 忍讓 也 是 一 種 智慧 懂得 欣賞 自己 的 生活 才 能 讓 自己 活 得 隨心 所 欲 如果 能 用 和 自己 賽 跑 不要 和 別 人 比 較 的 態度來面對 生活 我 們 就 會輕 鬆許 多 也 更 容易 找到 幸福 的 入口 日子 匆匆忙忙 腳步 跌跌撞撞 生活 忙忙碌碌 我 們總 渴望 如意 期盼 完滿 但是 生活 中 總 有 諸多遺 憾諸 多 失望諸 多 不 如意 活着經歷着堅 持 着 只 有 心 的 強 大 放下 心 中 負累沒 必要 將苦澀強 行咽 下 也 沒 必要 怨天尤人,5,0.2818181818,不錯的應用希望越做越好還有一個地方好東西要分享給大家瀏覽器輸入下載簡體中文界面最大華人娛樂網站英國政府頒發執照安全無憂體育下注電競下注真人美女百家樂老虎機捕魚棋牌彩票電子游藝等各種頂級娛樂遊戲你找的裏面都有不去試試太可惜了瀏覽器輸入下載生命是自己的生活也是自己的不要把太多的時間浪費在和別人的對比上妥協不一定全是軟弱忍讓不一定就是無能和爲貴有時遷就忍讓也是一種智慧懂得欣賞自己的生活才能讓自己活得隨心所欲如果能用和自己賽跑不要和別人比較的態度來面對生活我們就會輕鬆許多也更容易找到幸福的入口日子匆匆忙忙腳步跌跌撞撞生活忙忙碌碌我們總渴望如意期盼完滿但是生活中總有諸多遺憾諸多失望諸多不如意活着經歷着堅持着只有心的強大放下心中負累沒必要將苦澀強行嚥下也沒必要怨天尤人,"[['不錯', '的', '應用', '希望', '越', '做', '越', '好', '還', '有', '一', '個', '地方', '好', '東西', '要', '分享給', '大家', '瀏覽器', '輸入', '下載', '簡體', '中文', '界面', '最', '大', '華人', '娛樂', '網站', '英國', '政府', '頒發', '執照', '安全', '無憂', '體育', '下', '注電', '競下注', '真人', '美女', '百家樂', '老虎機', '捕', '魚', '棋牌', '彩票', '電子', '游藝', '等', '各', '種', '頂級', '娛樂', '遊戲', '你', '找', '的', '裏面', '都', '有', '不', '去', '試試', '太', '可惜', '了', '瀏覽器', '輸入', '下載', '生命', '是', '自己', '的', '生活', '也', '是', '自己', '的', '不要', '把', '太多', '的', '時間', '浪費', '在', '和', '別人', '的', '對比', '上', '妥協', '不一定', '全', '是', '軟弱', '忍讓', '不一定', '就是', '無能', '和', '爲貴', '有時', '遷就', '忍讓', '也', '是', '一', '種', '智慧', '懂得', '欣賞', '自己', '的', '生活', '才', '能', '讓', '自己', '活', '得', '隨心所欲', '如果', '能', '用', '和', '自己', '賽跑', '不要', '和', '別人', '比較', '的', '態度', '來', '面對', '生活', '我們', '就', '會', '輕鬆', '許多', '也', '更', '容易', '找到', '幸福', '的', '入口', '日子', '匆匆忙忙', '腳步', '跌跌撞撞', '生活', '忙忙碌碌', '我們', '總', '渴望', '如意', '期盼', '完滿', '但是', '生活', '中', '總', '有', '諸多', '遺憾', '諸多', '失望', '諸多', '不', '如意', '活着', '經歷', '着', '堅持', '着', '只', '有心', '的', '強大', '放下', '心', '中', '負累', '沒', '必要', '將', '苦澀', '強行', '嚥下', '也', '沒', '必要', '怨天尤人']]",0
好,5,0.3,好,[['好']],0
希望 能夠 在 加入 下載 功能 使 其 能夠 離線 播放,4,0,希望能夠在加入下載功能使其能夠離線播放,"[['希望', '能夠', '在', '加入', '下載', '功能', '使', '其', '能夠', '離線', '播放']]",0
這 幾 天 使用 怪怪 的 只要 畫面 離開 音源 就 關閉 這 是 什麼 原因 之前 不會 的 說 音源 也 不會 測試 正常 了 謝謝 另外 有關 桌面字 歌詞 字體 大小 可以 變 嗎 還 有 有時 歌詞 比較 長 後面 就 看 不 到 了,4,-0.3,這幾天使用怪怪的只要畫面離開音源就關閉這是什麼原因之前不會的說音源也不會測試正常了謝謝另外有關桌面字歌詞字體大小可以變嗎還有有時歌詞比較長後面就看不到了,"[['這', '幾', '天', '使用', '怪怪', '的', '只要', '畫面', '離開', '音源', '就', '關閉', '這', '是', '什麼', '原因', '之前', '不會', '的', '說', '音源', '也', '不會', '測試', '正常', '了', '謝謝', '另外', '有關', '桌面字', '歌詞', '字體', '大小', '可以', '變', '嗎', '還', '有', '有時', '歌詞', '比較', '長', '後面', '就', '看', '不', '到', '了']]",0
希望 手機版 可以 加入 本 機 歌曲 播放 功能 已經 敲碗 年 以上 了,5,0,希望手機版可以加入本機歌曲播放功能已經敲碗年以上了,"[['希望', '手機版', '可以', '加入', '本', '機', '歌曲', '播放', '功能', '已經', '敲碗', '年', '以上', '了']]",0
聽 歌識曲 嘅 功能 無 佐 呢 個 功能 宜家 去 佐 邊 到 了,1,0,聽歌識曲嘅功能無佐呢個功能宜家去佐邊到了,"[['聽', '歌識曲', '嘅', '功能', '無', '佐', '呢', '個', '功能', '宜家', '去', '佐', '邊', '到', '了']]",4
希望 能 將 自己 的 歌單 新增 至 桌面 現在 只有 離線 播放 歌曲 可以,5,0,希望能將自己的歌單新增至桌面現在只有離線播放歌曲可以,"[['希望', '能', '將', '自己', '的', '歌單', '新增', '至', '桌面', '現在', '只有', '離線', '播放', '歌曲', '可以']]",0
看來 也 不 是 什麼 歌 都 有 嗎 也 沒 多 好用 還 要 受 費,1,0.4,看來也不是什麼歌都有嗎也沒多好用還要受費,"[['看來', '也', '不', '是', '什麼', '歌', '都', '有', '嗎', '也', '沒', '多', '好用', '還', '要', '受', '費']]",4
巳插 記憶卡 說 未 插 不能 下 戴 歌曲,2,-0.2,巳插記憶卡說未插不能下戴歌曲,"[['巳插', '記憶卡', '說', '未', '插', '不能', '下', '戴', '歌曲']]",4
打發時間 去 瀏覽器 打開華 人 最 大 娛樂 平臺 英國監管 體育 電競 下注 真人 視訊 百家樂 捕 魚 老虎 機 棋牌 彩票 電子 裏面應 有 盡 有 去 試試 吧,5,0,打發時間去瀏覽器打開華人最大娛樂平臺英國監管體育電競下注真人視訊百家樂捕魚老虎機棋牌彩票電子裏面應有盡有去試試吧,"[['打發', '時間', '去', '瀏覽器', '打開', '華人', '最', '大', '娛樂', '平臺', '英國', '監管', '體育', '電競', '下注', '真人', '視訊', '百家樂', '捕', '魚', '老虎機棋牌', '彩票', '電子', '裏面', '應有盡有', '去', '試試', '吧']]",0
新 的 版面 讓 人 很 難 使用 要 找 最 新 發行 要 找 很 久 希望 能 把 此 功能 回復 或 改善 謝謝,5,-0.4,新的版面讓人很難使用要找最新發行要找很久希望能把此功能回復或改善謝謝,"[['新', '的', '版面', '讓', '人', '很', '難', '使用', '要', '找', '最', '新', '發行', '要', '找', '很', '久', '希望', '能', '把', '此', '功能', '回復', '或', '改善', '謝謝']]",0
